t_ms,ax,ay,az,gx,gy,gz,roll,pitch,alt_m
64790,2.201,0.189,14.113,-0.5190,-2.9037,-0.0280,1.74,-16.43,111.85
64801,2.661,-0.026,14.024,0.0337,-3.0444,0.1420,1.90,-18.10,111.81
64811,2.583,-0.112,14.544,-0.6843,-2.6679,0.0257,1.79,-19.90,111.82
64820,3.576,0.053,13.757,-0.8572,-3.0225,-0.0711,1.14,-21.14,111.94
64830,3.202,-0.188,13.046,-0.0833,-3.2704,0.0158,0.81,-23.35,111.94
64841,3.543,0.255,11.979,-0.6201,-2.5989,0.0169,1.07,-24.88,111.89
64850,3.541,0.044,11.473,-1.1325,-2.1073,0.1056,0.10,-26.33,111.89
64861,3.409,0.324,10.630,-0.3072,-2.2492,-0.0311,-0.20,-27.27,111.95
64870,3.503,-0.001,9.712,0.0527,-1.7734,0.1200,-0.27,-28.92,112.02
64881,3.980,0.359,10.107,0.3360,1.1489,-0.0457,-0.15,-29.32,111.81
64891,3.273,0.073,10.582,-0.0229,2.1783,0.0933,0.12,-27.61,111.85
64901,3.334,0.338,10.107,0.1242,1.9922,-0.0392,-0.20,-26.82,111.99
64911,3.159,0.100,10.280,0.0088,2.4772,0.0089,0.28,-25.32,111.73
64920,2.345,-0.139,10.949,-0.5616,2.1514,0.0649,-0.18,-23.98,111.75
64931,2.847,0.096,10.310,0.0099,2.1169,0.0436,-0.34,-22.86,111.84
64940,2.180,-0.185,10.869,0.3490,2.7599,-0.0050,-0.17,-21.56,111.81
64951,1.950,-0.140,10.806,0.0930,2.6596,0.0441,0.12,-19.73,111.74
64960,2.038,0.284,11.086,0.0683,2.0022,0.0783,-0.07,-18.54,111.74
64971,1.594,-0.247,11.386,0.2083,2.0106,0.0065,0.16,-17.42,111.89
64980,0.965,0.236,11.320,0.3961,1.5333,-0.0070,0.15,-16.21,111.94
64990,1.008,-0.033,11.302,0.3656,2.0709,0.0074,0.60,-15.65,111.78
65000,0.791,0.093,11.234,-0.4232,2.7636,0.0076,0.56,-13.85,111.84
65010,0.696,0.018,11.266,-0.2298,2.2987,0.1185,0.12,-12.52,111.82
65021,0.583,-0.145,10.967,-0.0388,1.9618,0.0486,0.29,-11.21,111.78
65031,0.350,-0.024,10.753,-0.4338,2.4885,-0.0001,0.07,-10.28,111.99
65040,0.348,0.454,10.938,0.1374,2.5796,-0.0917,-0.19,-8.34,111.69
65051,0.269,-0.012,10.640,-0.2235,1.7137,-0.1395,0.28,-7.32,111.87
65060,-0.153,0.084,10.435,0.5684,2.0942,0.0092,-0.46,-6.35,111.79
65070,-0.488,-0.039,9.797,0.2897,1.9279,0.1145,0.94,-4.94,111.85
65080,-0.456,0.337,10.092,-0.9430,1.6727,0.0626,-0.15,-4.12,111.73
65090,-0.454,-0.090,9.424,0.0632,1.1471,-0.0214,-0.16,-3.04,111.88
65100,-0.990,0.157,9.413,0.0544,1.5404,-0.1245,-0.07,-2.82,112.01
65111,-1.289,-0.126,8.675,-0.4633,2.1973,-0.0143,-0.14,-1.32,111.87
65121,-0.975,-0.454,9.038,0.5256,1.7032,-0.0785,-0.63,-0.29,111.81
65131,-1.490,0.415,8.052,0.2969,1.6432,0.0093,0.48,0.63,112.02
65141,-1.491,-0.267,8.711,-0.7331,1.4822,0.0362,-0.27,1.60,111.74
65151,-1.239,0.065,8.126,0.0919,1.7502,-0.0173,-0.33,2.35,111.77
65160,-1.409,-0.159,7.879,0.3533,1.5835,-0.0502,-0.21,3.64,111.79
65171,-1.425,0.108,7.653,0.5067,1.3583,-0.0608,0.12,4.15,111.88
65180,-1.448,0.344,7.770,-0.0336,1.3708,-0.0242,0.37,5.19,111.78
65191,-2.183,0.321,7.643,0.1574,1.3536,0.0733,0.08,5.69,111.87
65201,-1.863,-0.020,8.130,0.2426,1.6143,0.0277,0.55,6.76,111.82
65210,-1.901,-0.358,7.682,-0.5378,1.8541,-0.0366,0.38,7.53,111.81
65221,-1.998,-0.138,7.694,-0.5830,1.6036,0.0754,-0.02,8.86,111.88
65230,-2.281,-0.104,7.691,0.2408,1.2846,0.0245,-0.30,9.38,111.72
65241,-2.538,-0.104,8.395,0.2876,1.1238,0.0505,0.29,10.34,111.90
65250,-2.032,0.107,8.887,-0.1454,1.5386,-0.0017,0.03,10.70,112.07
65261,-2.592,-0.102,8.729,0.1155,2.2749,-0.0753,0.11,12.14,111.83
65270,-2.358,-0.067,8.802,-0.0425,1.6742,0.0138,0.19,13.28,111.83
65281,-2.882,-0.406,8.995,-0.2268,1.1449,-0.1012,0.07,14.04,111.81
65291,-2.129,0.289,24.811,0.1662,-0.2027,-0.0198,-0.06,14.59,111.83
65300,-1.348,-0.284,23.294,1.3002,-2.1783,-0.0479,0.25,13.79,111.80
65311,-2.143,-0.175,18.737,1.2466,-2.5791,0.0538,1.46,12.10,111.92
65321,-1.446,-0.057,14.260,0.6565,-2.4797,0.0259,1.70,10.82,111.88
65331,-1.296,-0.102,11.433,0.5384,-2.2963,0.0540,2.20,9.26,112.02
65340,-1.171,0.362,10.771,0.8390,-2.2649,-0.0064,2.29,8.20,111.90
65350,-0.771,0.056,9.588,0.7640,-2.2908,0.0711,3.16,6.69,111.79
65360,-0.419,0.027,9.574,0.4295,-2.7263,0.0637,3.14,5.55,111.90
65371,0.042,0.433,9.986,1.4433,-2.5059,0.0064,3.67,3.57,112.01
65381,0.322,0.854,9.520,1.4799,-1.5541,-0.0531,4.79,2.70,111.84
65391,-0.010,1.383,9.698,0.5538,-2.4203,0.0480,5.38,1.81,111.89
65401,0.708,0.558,9.750,-0.3003,-1.3820,0.0187,5.47,-0.12,111.94
65410,0.818,0.929,9.784,0.6442,0.5413,-0.0468,5.07,0.27,112.03
65421,1.110,1.234,9.857,0.9048,-0.0669,0.0164,6.21,0.48,111.87
65431,1.124,1.191,9.702,0.6606,-0.7431,0.0333,6.12,0.24,111.91
65441,1.358,0.517,9.888,1.2670,0.0149,0.0601,7.02,-0.32,111.87
65450,0.524,1.195,9.452,0.4181,0.0469,0.0522,7.61,0.25,111.79
65461,0.740,1.112,9.537,-0.2480,-0.5062,0.0274,7.49,-0.28,111.81
65471,1.191,1.520,10.067,0.5112,0.4579,0.0743,7.32,-0.33,111.93
65480,1.409,1.084,9.746,0.6927,0.3405,0.0798,8.08,0.23,111.87
65490,1.045,1.828,9.844,0.5527,-0.0921,-0.0538,8.14,0.05,111.91
65501,1.313,1.650,9.316,0.6459,-0.3117,-0.0003,8.71,0.10,111.95
65510,1.610,0.924,9.759,0.8963,-0.1474,-0.0208,8.85,-0.34,112.03
65521,1.293,1.251,9.757,-0.0629,0.1807,0.0130,9.68,-0.10,111.74
65531,1.195,1.823,9.927,-0.2123,0.4972,0.0708,8.75,-0.14,111.87
65541,1.472,1.411,9.823,0.8223,-0.0874,0.0407,9.43,0.45,111.90
65550,1.746,1.802,9.297,0.3187,-0.5352,0.0458,9.67,-0.22,111.95
65560,1.544,1.820,9.722,0.3241,0.0570,0.0128,9.74,-0.14,111.91
65571,1.299,2.005,9.392,0.4710,0.1158,0.0786,10.04,-0.15,111.87
65581,1.387,1.626,9.985,0.6723,0.0525,0.0144,10.29,-0.01,111.93
65591,1.566,1.891,9.856,-0.0169,-0.0834,0.0345,10.81,-0.08,112.00
65601,1.880,1.850,9.934,-0.9343,0.3996,0.0546,10.31,-0.11,111.79
65610,1.505,1.576,9.864,-0.0096,-0.1197,0.0726,9.77,0.38,111.97
65620,1.527,1.420,9.988,0.3598,-0.2854,-0.0705,10.31,-0.23,111.90
65630,1.399,1.895,9.493,0.2695,-0.0117,-0.0366,10.22,0.06,111.93
65640,1.341,1.913,9.518,-0.0512,0.2545,-0.1121,10.60,-0.25,111.79
65650,1.407,1.662,9.215,-0.0349,0.0390,-0.0336,10.17,0.34,111.94
65661,1.484,1.429,9.173,-0.4513,-0.1335,0.0450,10.55,-0.19,111.81
65670,0.929,1.853,9.604,-1.1393,0.5347,-0.0799,9.63,0.15,111.83
65680,0.902,1.700,9.515,0.2799,-0.3516,-0.0230,9.24,0.46,112.01
65690,1.403,1.438,9.358,0.5881,0.1412,0.0096,9.95,-0.29,111.97
65701,1.447,1.336,9.309,-0.6105,0.2368,0.0113,9.97,0.59,111.77
65710,0.515,1.635,9.284,-0.5465,-0.7804,0.0257,9.22,0.01,111.86
65720,1.021,1.438,9.509,-0.3022,-0.1000,-0.0291,9.35,-0.28,111.74
65731,0.525,1.207,10.093,-0.0205,0.4289,-0.0481,8.88,-0.07,111.84
65741,0.903,1.500,9.685,-0.1543,0.0157,-0.0083,9.32,0.16,111.99
65750,1.012,1.571,9.689,-0.9979,0.3856,-0.0273,8.72,-0.05,111.91
65761,0.655,1.086,9.597,-0.7602,-0.0332,0.0492,8.22,0.58,111.89
65770,0.671,1.303,9.611,-0.2441,-0.4945,-0.0744,7.87,-0.09,111.86
65780,0.314,1.575,9.600,-0.5443,-0.4554,0.0249,7.96,0.01,111.83
65791,0.314,1.618,9.869,-0.9722,-2.0727,-0.0137,7.19,-0.64,111.78
65800,0.537,0.812,10.311,-0.7199,-3.1222,-0.0078,6.83,-2.33,111.95
65810,1.311,1.437,10.884,-0.6046,-2.6489,0.1172,6.42,-4.22,112.04
65821,1.045,0.998,11.097,-0.1102,-2.2929,-0.0232,6.14,-5.40,111.95
65830,1.710,1.089,12.060,-0.9291,-3.0852,-0.0058,6.30,-6.79,111.69
65841,1.413,1.282,11.587,-1.1776,-3.3637,0.0329,5.08,-8.89,111.93
65850,1.780,0.901,12.728,-0.9357,-2.6591,0.0828,4.96,-10.63,111.80
65861,2.103,0.919,12.661,-0.9008,-2.6196,0.0001,4.00,-11.93,111.82
65870,2.137,0.351,13.822,-1.0142,-3.3338,0.0374,3.93,-13.63,111.89
65880,2.183,0.407,13.778,-0.4886,-2.4059,-0.0985,2.87,-15.73,111.98
65891,2.510,0.444,14.046,-0.1682,-2.8262,-0.0095,3.37,-16.41,111.84
65901,2.998,0.221,13.986,-1.2102,-3.3868,0.0364,2.72,-18.95,111.83
65911,3.040,0.274,13.618,-1.4292,-2.9281,0.0976,1.97,-20.27,112.03
65920,3.165,0.097,12.942,-0.3044,-2.5575,0.0793,1.09,-22.33,111.93
65931,3.041,-0.251,12.587,-0.0538,-2.2523,-0.0383,1.62,-23.21,111.86
65940,3.379,-0.099,12.085,-1.7285,-2.8711,0.0204,1.03,-24.90,111.95
65951,3.245,-0.363,11.189,-1.0853,-3.0971,0.0584,-0.33,-26.50,111.90
65960,3.581,-0.174,10.984,0.1161,-2.7501,-0.0314,-0.21,-28.44,111.93
65971,4.009,0.150,10.025,0.0091,-0.5754,-0.0789,-0.20,-29.66,111.91
65980,3.623,0.176,10.049,0.0281,1.8008,0.0651,-0.17,-29.10,111.82
65990,3.518,0.028,9.832,0.1967,2.2200,-0.0697,-0.11,-27.58,111.79
66000,2.961,-0.053,9.431,-0.2437,2.0990,0.0319,0.07,-26.58,111.94
66010,2.554,0.516,10.011,0.1698,2.2386,-0.0474,-0.36,-25.15,111.77
66021,2.257,0.115,10.421,0.2865,2.6027,-0.0704,0.30,-24.03,111.85
66030,2.139,-0.167,10.456,-0.2447,2.2879,0.0252,-0.02,-22.17,111.90
66041,2.243,-0.298,10.782,0.3833,1.5657,-0.0333,-0.01,-21.42,112.02
66051,2.135,0.231,11.463,0.3056,2.0965,-0.0286,0.42,-20.36,111.81
66060,1.671,0.319,11.711,-0.3544,2.6682,-0.0009,0.37,-18.96,111.75
66071,1.176,-0.157,11.248,-0.4475,2.4244,-0.0322,0.02,-17.30,111.93
66080,0.993,0.411,11.256,0.1232,2.2661,-0.0376,-0.12,-16.14,111.86
66090,0.781,0.148,11.690,0.0426,2.1858,-0.0313,0.13,-14.73,111.91
66100,0.538,0.060,11.098,0.1718,2.0757,0.0029,-0.09,-13.66,111.81
66111,0.607,0.082,11.707,-0.3009,2.1971,-0.1213,0.33,-12.31,111.87
66120,0.600,-0.537,10.899,-0.4195,2.1310,-0.1205,-0.39,-11.17,111.81
66131,0.038,-0.166,10.938,0.2245,1.9072,-0.0667,-0.14,-9.87,111.87
66140,0.220,0.089,10.666,0.0724,2.1927,0.0167,-0.13,-8.99,112.07
66150,0.199,-0.655,10.380,0.1281,2.2980,-0.0715,-0.07,-7.36,111.77
66161,-0.618,-0.007,10.687,-0.0632,2.0649,-0.0173,0.01,-6.37,111.85
66171,-0.734,0.240,9.996,-0.3109,1.9826,0.0991,-0.13,-4.97,111.82
66180,-0.458,-0.115,9.677,0.1277,1.4730,-0.0242,-0.38,-4.09,111.89
66191,-1.093,0.310,9.517,0.5791,1.8900,-0.0160,-0.01,-3.29,111.80
66200,-0.786,-0.508,9.465,-0.5762,1.5624,-0.0057,0.27,-1.95,111.74
66210,-1.142,-0.383,9.021,-0.1695,1.1169,-0.0198,-0.66,-1.51,111.81
66221,-1.242,-0.222,8.218,0.5898,1.9953,-0.0067,0.04,-0.67,111.90
66230,-1.097,0.260,8.552,0.2068,1.7195,0.0155,0.05,0.75,111.88
66240,-1.054,0.327,8.335,-0.1832,1.3513,0.0106,0.30,1.30,111.78
66251,-1.174,0.169,8.063,-0.2479,1.4189,0.0590,-0.17,2.29,112.00
66261,-1.166,-0.024,8.292,0.2864,1.7023,0.0009,0.00,2.92,112.05
66270,-1.700,-0.126,7.866,-0.1333,1.8030,-0.0487,0.18,4.29,111.75
66281,-1.824,-0.075,8.002,-0.2220,1.4965,-0.0303,-0.13,5.01,111.83
66291,-2.077,-0.369,8.019,0.0204,1.5358,0.0926,-0.08,5.99,111.81
66300,-2.122,-0.342,7.837,-0.2948,1.5265,-0.0682,-0.09,6.76,112.00
66310,-2.283,0.500,8.114,0.2438,1.4765,-0.0783,-0.40,7.71,111.81
66321,-1.897,-0.257,7.705,0.4367,1.7993,-0.0283,0.18,8.43,111.80
66331,-1.832,0.229,8.097,-0.1022,1.7479,-0.0370,0.13,9.74,112.02
66341,-2.209,-0.167,8.155,-0.3237,1.7118,-0.0735,0.02,10.39,111.73
66350,-2.491,0.039,8.365,0.0644,1.9357,0.0091,-0.26,11.68,111.79
66361,-2.468,0.037,8.780,0.2471,1.2614,0.0611,0.11,12.60,111.73
66370,-2.466,0.671,9.396,-0.2325,1.6720,-0.0446,0.06,13.13,111.80
66381,-2.613,-0.484,8.577,-0.4427,1.1871,0.0650,-0.16,14.51,111.78
66391,-2.477,-0.137,24.260,0.5747,-0.7840,0.0095,-0.43,14.49,111.84
66400,-1.676,-0.332,22.620,1.0111,-2.0861,-0.0829,0.51,13.61,111.83
66411,-2.326,0.033,18.814,0.6716,-1.9258,0.0095,0.73,12.15,111.87
66421,-1.827,0.450,14.037,0.3229,-2.1572,-0.0712,1.31,11.41,111.82
66430,-1.434,0.201,11.795,-0.2279,-2.5522,-0.0205,1.10,9.69,111.99
66441,-0.965,-0.081,9.807,1.0257,-1.8504,-0.0567,1.06,8.47,111.82
66451,-0.241,0.869,9.968,1.2339,-2.2627,-0.0146,2.27,7.54,111.86
66461,-0.716,0.404,9.807,0.1525,-2.8733,-0.0969,2.45,5.89,111.82
66471,-0.217,0.320,9.808,0.4787,-2.3657,0.0565,2.49,4.24,111.85
66481,0.417,0.551,9.657,0.7862,-2.0631,-0.0894,3.03,3.17,111.88
66490,0.475,0.364,9.654,0.4972,-2.2586,0.0601,3.40,1.87,111.75
66500,0.820,0.639,9.737,0.8691,-1.8957,0.0097,3.60,0.53,111.89
66510,1.182,0.764,9.884,0.3053,-0.5249,-0.0580,4.36,-0.28,112.00
66520,0.962,1.060,9.832,-0.1569,0.2008,0.0325,3.95,-0.11,111.88
66531,0.878,0.687,10.292,0.3818,0.0962,-0.0245,4.18,-0.08,111.91
66541,0.955,0.729,9.836,1.1216,-0.3319,0.0799,4.38,0.02,111.89
66551,0.790,0.576,9.580,0.2108,-0.0808,-0.0485,5.43,-0.46,111.89
66560,1.125,1.079,9.729,0.4756,0.8243,0.0046,4.64,-0.01,111.88
66570,1.270,1.185,9.407,1.3616,-0.6230,0.1242,5.91,0.49,111.82
66581,1.546,0.885,9.776,0.3367,-0.8083,-0.0627,6.19,-0.68,111.95
66591,1.327,0.705,9.670,0.3342,1.0578,0.0120,6.28,-0.39,112.08
66601,1.418,1.199,9.972,0.6053,0.4958,-0.0624,6.56,0.55,111.75
66610,1.317,1.519,9.593,0.1975,-0.3673,-0.1026,6.97,0.20,111.75
66620,1.329,1.256,9.658,0.1001,-0.1457,-0.0310,6.78,0.12,111.87
66631,1.041,1.206,10.200,0.9099,-0.8079,0.0001,7.10,0.02,111.89
66641,1.650,1.233,9.469,0.1899,-0.1334,-0.0380,7.84,-0.78,111.80
66651,1.555,1.194,9.804,-0.3112,0.5376,-0.0205,7.30,-0.12,111.93
66660,1.038,1.054,10.229,0.5006,0.4342,0.0695,7.45,-0.16,111.94
66670,1.510,1.305,9.928,0.3541,-0.2581,0.0917,7.87,0.36,111.88
66681,1.550,1.193,9.896,-0.0688,-0.0076,0.0101,7.84,-0.49,111.81
66691,1.653,1.261,9.813,0.1187,0.6838,-0.0319,7.82,0.38,111.82
66700,1.167,1.659,10.215,-0.0866,-0.0243,-0.0333,7.96,0.31,111.98
66711,0.802,1.450,9.940,0.0449,-0.8671,-0.0008,7.75,0.35,111.93
66721,1.397,1.807,9.365,0.4773,-0.0404,0.0231,7.99,-0.67,111.81
66731,1.299,1.759,9.901,0.0402,0.8303,-0.0193,8.29,0.30,111.64
66740,1.633,1.693,9.912,-0.5789,-0.1176,0.0854,8.06,0.26,111.90
66750,1.358,0.871,10.005,-0.3576,-0.9234,-0.0181,7.63,0.16,111.85
66761,1.119,0.690,9.552,-0.1702,-0.1026,-0.0891,7.66,-0.78,111.91
66770,1.305,1.148,9.872,0.2020,0.5109,0.0364,7.42,0.07,111.77
66780,1.282,1.343,9.957,0.5219,-0.4047,0.0428,7.91,-0.19,111.72
66791,1.388,1.627,9.595,-0.3768,0.1462,0.0571,8.06,-0.39,111.91
66801,1.354,1.082,9.949,-0.0456,0.5358,-0.0661,7.46,-0.02,112.06
66810,1.005,1.155,9.667,-0.1469,-0.0898,-0.0018,7.97,0.24,111.92
66821,0.916,1.144,9.633,-1.0251,-0.3532,-0.0080,7.25,-0.10,111.83
66831,0.981,0.849,9.390,-0.3031,-0.0171,-0.0628,6.78,-0.15,112.00
66841,1.117,1.014,9.521,0.1608,-0.0497,-0.0113,6.91,-0.08,111.88
66851,0.946,1.438,9.189,-0.1452,-0.2758,-0.0839,7.00,-0.23,111.80
66860,1.016,1.252,9.778,-0.4500,0.1924,0.0080,6.76,-0.42,111.82
66871,0.868,1.065,10.013,-0.7509,-0.0588,0.0591,6.52,-0.04,111.82
66881,0.551,0.891,9.906,-0.2466,0.2748,0.0153,5.88,-0.50,111.78
66890,0.946,1.060,10.035,-0.2096,0.2984,0.0347,6.21,0.29,111.89
66901,0.508,0.683,10.087,-0.9064,-0.7541,0.0607,5.66,-0.16,111.88
66910,0.414,0.835,10.489,-0.2357,-1.5204,-0.0037,5.18,-0.57,111.72
66920,0.394,0.724,10.588,-0.0887,-1.9608,0.0714,5.38,-1.95,111.93
66930,0.917,0.676,10.517,-0.3315,-2.4953,0.0203,5.09,-2.79,111.91
66941,0.978,0.662,10.764,-0.6254,-3.5441,-0.0440,5.02,-4.85,111.81
66950,0.810,0.579,11.567,-0.1486,-2.9842,-0.0255,4.36,-6.86,111.81
66960,1.524,0.863,12.014,-0.1612,-2.7017,0.0778,4.88,-8.27,111.87
66971,1.583,0.331,12.176,-0.9574,-2.2888,-0.0470,4.15,-9.94,111.74
66980,1.653,0.381,12.533,-1.2781,-2.4140,0.0836,3.75,-10.90,111.85
66991,1.655,0.360,12.920,-1.3592,-2.9525,-0.0451,2.71,-12.72,111.97
67001,1.850,0.704,13.549,-0.1936,-2.4898,0.0604,2.19,-14.30,111.93
67010,2.458,0.095,13.733,0.2110,-2.6585,0.0043,2.50,-15.55,111.76
67020,2.408,0.278,13.683,-0.2862,-2.7272,-0.0467,2.40,-17.34,111.81
67030,2.802,0.275,14.087,-1.0805,-2.3016,0.0493,2.17,-18.62,111.87
67041,3.392,0.229,13.450,-0.4989,-2.5263,0.0377,1.16,-20.00,111.92
67051,2.764,-0.028,13.030,-0.6943,-3.0024,-0.0121,1.60,-21.51,111.76
67061,3.260,-0.466,12.388,-1.2493,-3.0395,0.0584,0.33,-23.42,111.71
67070,3.646,0.040,12.214,-0.4774,-2.5795,0.1011,0.13,-24.98,111.75
67081,3.646,-0.067,11.308,0.0585,-2.9241,0.0812,-0.22,-26.39,111.84
67091,3.876,0.186,10.349,0.0887,-2.2010,0.0329,0.21,-28.30,111.89
67100,3.920,-0.325,9.845,0.1371,-1.0422,0.0421,-0.12,-28.89,111.87
67110,3.804,-0.095,9.936,-0.0559,0.8790,0.0147,0.37,-29.50,111.77
67121,3.576,-0.223,10.112,0.0929,2.3876,0.0016,-0.22,-27.89,111.85
67131,2.919,0.412,9.881,0.2328,1.9391,-0.0136,0.47,-26.72,111.93
67150,2.818,0.169,10.294,-0.0399,2.0104,-0.0005,-0.17,-24.34,111.90
67161,2.534,-0.301,10.595,0.3819,2.4089,0.0219,-0.01,-23.34,111.78
67170,2.511,0.102,10.817,-0.1780,2.4615,-0.1150,0.24,-21.58,111.88
67180,1.908,0.012,10.923,-0.3643,1.9320,0.0063,-0.17,-20.49,111.73
67190,2.339,-0.004,10.810,0.4111,2.0509,0.0201,-0.24,-19.39,112.01
67201,1.397,0.268,10.980,0.5520,1.8384,0.0106,0.29,-18.15,111.77
67211,1.445,-0.115,11.426,0.1018,1.7170,-0.0563,0.37,-17.26,111.67
67221,1.224,0.205,11.133,-0.6558,2.1505,0.0641,0.40,-16.16,111.77
67230,0.978,-0.303,11.547,-0.2395,2.2961,-0.0570,-0.38,-14.77,111.75
67241,0.842,0.280,11.441,0.5095,2.1006,-0.0023,0.11,-13.50,111.82
67251,0.528,0.188,11.582,-0.5243,2.2350,0.0171,0.19,-12.33,111.88
67261,-0.215,-0.061,11.043,-0.0369,2.0791,-0.0588,-0.47,-10.93,111.89
67271,0.157,0.978,11.308,0.5956,2.0293,-0.0174,0.14,-9.95,111.88
67281,0.056,-0.246,10.677,0.3924,2.4161,0.0463,0.19,-8.63,111.86
67291,0.037,-0.008,10.237,-0.4834,2.4468,0.0405,0.56,-7.19,111.80
67300,-0.442,0.089,10.154,-0.4818,2.0946,-0.0623,-0.33,-5.82,111.97
67310,-0.507,-0.130,9.846,0.9813,1.6173,-0.0196,-0.02,-4.80,111.89
67320,-0.826,-0.005,9.823,-0.2195,1.6809,-0.0370,0.78,-4.01,111.96
67330,-0.814,-0.111,9.205,-0.7788,0.8230,0.0113,-0.26,-2.88,111.96
67340,-0.628,-0.058,9.102,0.0932,1.2424,-0.0123,-0.16,-3.07,111.69
67350,-0.990,0.432,9.061,-0.2277,2.1907,-0.0135,-0.15,-1.43,111.89
67360,-1.457,-0.021,9.142,0.3434,1.3522,-0.0570,-0.45,-0.57,112.00
67370,-0.783,-0.413,8.439,1.0224,1.3035,0.0517,0.26,0.12,111.84
67381,-1.527,-0.001,8.049,-0.0400,1.8795,0.0927,0.73,0.93,111.73
67391,-1.386,0.190,7.744,-0.3793,1.3865,-0.0349,0.19,2.27,111.86
67400,-1.974,0.033,8.132,-0.5280,0.5496,-0.0067,0.28,2.50,111.54
67410,-1.586,-0.384,7.762,-0.3159,1.7037,0.0229,-0.42,2.90,111.80
67420,-1.960,-0.036,7.739,0.1588,2.1817,-0.0581,-0.08,4.45,111.70
67431,-1.931,0.141,7.664,-0.2679,0.9148,-0.0334,-0.24,5.43,111.98
67440,-2.094,-0.156,7.965,-0.2424,1.4497,0.0518,-0.37,5.50,111.86
67451,-1.916,0.073,7.822,0.4446,2.0138,0.1070,-0.50,7.07,111.89
67461,-1.973,0.230,7.773,0.1747,1.5984,0.0200,0.20,7.83,112.06
67470,-2.070,-0.275,7.911,-0.0026,2.1211,-0.0285,-0.31,8.91,111.82
67480,-2.335,-0.243,8.302,0.4285,1.7287,-0.0131,0.20,10.23,111.89
67491,-2.093,0.209,8.285,-0.1104,0.7658,0.0422,0.17,10.89,111.79
67501,-1.964,-0.094,8.747,-0.4189,0.5878,0.0219,0.10,11.10,111.94
67510,-2.358,0.380,8.985,0.3138,1.4477,0.0176,-0.33,11.54,111.83
67521,-2.475,-0.158,9.066,0.4850,1.9832,0.0344,0.43,12.79,111.96
67531,-2.541,0.351,9.186,0.0740,1.8863,0.0579,0.24,13.82,111.99
67541,-2.312,0.693,23.525,0.5925,-0.1443,0.0727,0.49,14.99,111.84
67550,-2.387,-0.067,21.890,0.5435,-2.4771,-0.1088,0.91,13.67,111.78
67560,-2.207,0.459,17.813,0.8877,-2.8042,0.0320,1.14,12.19,111.81
67570,-1.590,-0.250,14.336,0.8279,-2.3461,-0.0009,1.95,10.46,111.87
67581,-1.226,0.365,11.640,0.3900,-1.6290,0.0297,2.11,9.53,111.98
67591,-0.712,0.157,10.644,0.5708,-2.5055,0.0183,2.43,8.59,111.76
67601,-0.596,0.400,10.037,0.9123,-2.4637,0.0760,2.79,6.61,111.93
67611,-0.600,0.453,9.117,1.0373,-2.3073,-0.0802,3.51,5.78,111.88
67621,-0.429,0.936,9.741,0.3722,-2.9722,-0.0097,3.98,3.92,112.01
67630,0.589,0.655,9.869,0.8379,-2.2894,0.0420,3.89,2.38,112.00
67640,0.543,0.456,9.579,1.5766,-1.6743,0.0653,4.94,1.29,111.80
67651,0.522,1.275,10.075,0.5877,-0.9124,-0.0309,5.69,0.45,111.77
67661,1.048,1.293,9.601,1.0105,-0.5260,-0.0214,5.58,0.28,111.90
67671,0.823,1.104,9.486,0.6446,-0.1292,-0.0046,6.86,-0.13,111.83
67681,1.092,0.775,9.242,0.2095,0.0641,-0.0649,6.32,0.14,111.80
67690,1.378,1.206,9.701,1.2131,-0.2647,-0.0347,7.08,-0.05,111.92
67700,1.709,1.101,9.926,0.8290,0.3178,-0.0196,7.69,-0.13,111.73
67711,1.212,1.687,9.201,0.4072,-0.3703,0.0793,8.04,0.34,111.89
67720,1.474,1.531,9.912,0.3128,-0.3912,-0.0287,8.19,-0.55,111.94
67730,1.513,1.414,9.880,0.5658,0.5183,0.0044,8.40,-0.06,111.94
67740,1.982,1.362,9.488,0.0932,0.1633,-0.0426,8.81,0.02,111.66
67751,1.627,1.386,9.515,0.2473,-0.1761,-0.0495,8.53,0.13,111.89
67760,1.539,1.256,9.116,0.5295,0.0960,-0.0304,9.08,-0.17,111.77
67770,1.593,1.946,9.768,0.6400,0.1582,0.0267,9.14,0.23,111.74
67781,1.146,1.423,9.458,1.0205,-0.7148,-0.0149,9.81,0.05,111.88
67791,1.608,1.619,9.589,0.0597,-0.3029,-0.0460,10.33,-0.58,111.72
67801,1.579,1.698,9.884,-0.1397,0.0892,0.0458,9.87,-0.31,111.86
67810,1.739,1.233,9.346,0.8673,0.4905,-0.0034,10.19,-0.48,111.88
67821,1.285,1.904,9.695,0.1613,0.3123,0.0832,10.86,0.22,111.71
67830,1.459,1.375,9.266,-0.2012,-0.3942,0.0436,10.38,-0.15,111.89
67841,1.299,1.632,9.334,0.2119,-0.0162,0.1304,10.58,-0.22,111.91
67851,0.990,2.032,9.519,0.1151,-0.0401,0.0029,10.62,-0.17,111.75
67860,0.965,1.784,9.911,-0.4671,-0.1074,-0.0315,10.68,-0.26,111.89
67871,1.653,1.466,9.371,0.1429,0.2763,0.0536,10.09,-0.27,111.84
67881,1.424,1.686,9.664,0.5560,-0.1383,0.0310,10.84,0.02,111.87
67890,1.471,1.894,9.776,-0.7913,-0.0106,-0.0275,10.72,-0.41,111.79
67900,1.316,0.956,9.456,0.2423,0.4206,0.0122,9.92,0.02,111.93
